spec	Fold_0
nist_1458965	train
nist_1459018	train
nist_1459025	train
nist_1459070	train
nist_1459082	train
nist_1459090	train
nist_1459105	train
nist_1459138	test
nist_1459155	test
nist_1459205	test
nist_1459222	test
nist_1459246	val
nist_1459261	val
nist_1459284	val
nist_1459286	train
nist_1459301	train
nist_1459307	train
nist_1459319	train
nist_1459358	train
nist_1459359	train
nist_1459361	train
nist_1459366	train
nist_1459463	train
nist_1459482	train
nist_1459493	train
nist_1459518	test
nist_1459531	test
nist_1459568	val
nist_1459583	val
nist_1459610	val
nist_1459625	val
nist_1459627	test
nist_1459650	test
nist_1459661	val
nist_1459676	val
nist_1459708	val
nist_1459731	train
nist_1459777	train
nist_1459794	val
nist_1459808	val
nist_1459878	test
nist_1459899	train
nist_1459908	train
nist_1459927	test
nist_1459943	test
nist_1459973	train
nist_1459987	train
nist_1459994	train
nist_1460002	train
nist_1460019	test
nist_1460121	train
nist_1460145	train
nist_1460151	train
nist_1460152	train
nist_1460212	train
nist_1460228	train
nist_1460241	train
nist_1460242	train
nist_1460244	train
nist_1460256	train
nist_1460258	train
nist_1460271	train
nist_1460272	test
nist_1460287	test
nist_1460305	train
nist_1460320	train
nist_1460348	train
nist_1460356	train
nist_1460358	val
nist_1460375	val
nist_1460382	val
nist_1460384	val
nist_1460407	val
nist_1460451	val
nist_1460452	val
nist_1460467	val
nist_1460475	val
nist_1460486	val
nist_1460524	train
nist_1460539	train
nist_1460567	train
nist_1460570	train
nist_1460686	train
nist_1460687	train
nist_1460741	train
nist_1460786	train
nist_1460790	train
nist_1460836	val
nist_1460856	val
nist_1460884	val
nist_1460885	val
nist_1460900	val
nist_1460937	val
nist_1460998	test
nist_1461011	test
nist_1461017	train
nist_1461028	train
nist_1461036	train
nist_1461045	train
nist_1461074	train
nist_1461084	train
nist_1461090	train
nist_1461096	train
nist_1461266	train
nist_1461278	train
nist_1461283	train
nist_1461297	train
nist_1461325	test
nist_1461340	test
nist_1461343	train
nist_1461357	train
nist_1461377	train
nist_1461386	train
nist_1461388	train
nist_1461402	train
nist_1461413	train
nist_1461426	train
nist_1461476	train
nist_1461486	train
nist_1461497	train
nist_1461509	train
nist_1461517	train
nist_1461529	train
nist_1461537	train
nist_1461546	train
nist_1461551	train
nist_1461561	train
nist_1461596	train
nist_1461609	train
nist_1461614	train
nist_1461626	train
nist_1461660	train
nist_1461667	train
nist_1461670	train
nist_1461676	train
nist_1461685	train
nist_1461688	train
nist_1461700	train
nist_1461702	train
nist_1461714	train
nist_1461717	val
nist_1461727	val
nist_1461754	val
nist_1461757	train
nist_1461772	train
nist_1461820	train
nist_1461831	train
nist_1461842	train
nist_1461852	train
nist_1461861	train
nist_1461874	train
nist_1461880	train
nist_1461891	train
nist_1461930	train
nist_1461936	train
nist_1461954	train
nist_1461963	train
nist_1461965	test
nist_1461975	test
nist_1461977	train
nist_1461982	train
nist_1461994	train
nist_1461996	train
nist_1462012	train
nist_1462014	train
nist_1462028	train
nist_1462046	test
nist_1462053	test
nist_1462057	train
nist_1462071	train
nist_1462080	train
nist_1462093	train
nist_1462117	train
nist_1462119	train
nist_1462127	train
nist_1462141	train
nist_1462149	train
nist_1462160	train
nist_1462167	train
nist_1462177	train
nist_1462212	train
nist_1462226	train
nist_1462233	train
nist_1462245	train
nist_1462252	train
nist_1462260	test
nist_1462274	test
nist_1462357	val
nist_1462396	train
nist_1462406	train
nist_1462426	train
nist_1462443	train
nist_1462450	train
nist_1462466	train
nist_1462473	train
nist_1462475	train
nist_1462477	train
nist_1462493	train
nist_1462500	train
nist_1462516	train
nist_1462541	train
nist_1462555	train
nist_1462581	train
nist_1462597	train
nist_1462602	train
nist_1462617	train
nist_1462653	test
nist_1462667	test
nist_1462686	test
nist_1462697	test
nist_1462729	train
nist_1462741	train
nist_1462781	train
nist_1462795	train
nist_1462802	train
nist_1462809	train
nist_1462811	train
nist_1462827	train
nist_1462831	train
nist_1462845	train
nist_1462848	train
nist_1462863	train
nist_1462867	train
nist_1462883	train
nist_1462887	val
nist_1462897	val
nist_1462905	val
nist_1462915	val
nist_1462922	train
nist_1462936	train
nist_1462959	train
nist_1462972	train
nist_1463001	train
nist_1463011	train
nist_1463017	train
nist_1463026	train
nist_1463114	train
nist_1463127	train
nist_1463129	train
nist_1463137	train
nist_1463139	train
nist_1463151	train
nist_1463156	train
nist_1463166	train
nist_1463169	train
nist_1463181	train
nist_1463185	train
nist_1463198	train
nist_1463203	train
nist_1463214	train
nist_1463228	train
nist_1463245	train
nist_1463247	train
nist_1463253	train
nist_1463255	train
nist_1463260	train
nist_1463262	val
nist_1463275	val
nist_1463302	val
nist_1463304	val
nist_1463318	val
nist_1463338	val
nist_1463349	val
nist_1463356	train
nist_1463371	train
nist_1463377	train
nist_1463393	train
nist_1463480	train
nist_1463492	train
nist_1463494	train
nist_1463504	train
nist_1463514	train
nist_1463523	train
nist_1463530	train
nist_1463538	train
nist_1463549	train
nist_1463573	val
nist_1463579	val
nist_1463588	val
nist_1463635	train
nist_1463676	train
nist_1463689	train
nist_1463696	train
nist_1463706	train
nist_1463714	train
nist_1463717	train
nist_1463719	train
nist_1463727	train
nist_1463760	train
nist_1463775	train
nist_1463795	train
nist_1463805	train
nist_1463824	train
nist_1463835	train
nist_1463861	train
nist_1463870	train
nist_1463876	val
nist_1463890	val
nist_1463959	val
nist_1463968	val
nist_1463986	test
nist_1463993	test
nist_1464016	train
nist_1464028	train
nist_1464033	val
nist_1464044	val
nist_1464048	test
nist_1464060	test
nist_1464071	train
nist_1464081	train
nist_1464084	train
nist_1464088	train
nist_1464099	train
nist_1464102	train
nist_1464111	train
nist_1464114	val
nist_1464121	val
nist_1464125	train
nist_1464138	train
nist_1464140	train
nist_1464150	train
nist_1464166	train
nist_1464174	train
nist_1464176	train
nist_1464186	train
nist_1464192	train
nist_1464202	test
nist_1464212	test
nist_1464214	test
nist_1464224	test
nist_1464242	val
nist_1464251	val
nist_1464268	train
nist_1464279	train
nist_1464282	train
nist_1464290	train
nist_1464301	train
nist_1464307	train
nist_1464314	train
nist_1464316	train
nist_1464326	train
nist_1464328	train
nist_1464331	train
nist_1464341	train
nist_1464594	train
nist_1464609	train
nist_1464612	train
nist_1464619	test
nist_1464632	test
nist_1464742	train
nist_1464748	train
nist_1464751	train
nist_1464794	val
nist_1464807	val
nist_1464832	train
nist_1464847	train
nist_1464876	train
nist_1464890	train
nist_1464892	train
nist_1464905	train
nist_1464964	test
nist_1464978	test
nist_1465009	train
nist_1465021	train
nist_1465043	train
nist_1465052	train
nist_1465054	train
nist_1465068	train
nist_1465083	train
nist_1465096	val
nist_1465108	val
nist_1465136	val
nist_1465142	val
nist_1465144	val
nist_1465155	val
nist_1465180	val
nist_1465195	val
nist_1465211	train
nist_1465213	train
nist_1465215	train
nist_1465229	train
nist_1465231	train
nist_1465241	train
nist_1465247	train
nist_1465256	train
nist_1465271	train
nist_1465273	train
nist_1465276	train
nist_1465289	train
nist_1465303	train
nist_1465309	train
nist_1465321	train
nist_1465392	train
nist_1465408	train
nist_1465415	train
nist_1465429	train
nist_1465432	train
nist_1465445	train
nist_1465466	train
nist_1465468	train
nist_1465481	train
nist_1465487	train
nist_1465499	train
nist_1465502	train
nist_1465514	train
nist_1465524	train
nist_1465548	test
nist_1465555	val
nist_1465558	val
nist_1465569	val
nist_1465571	test
nist_1465583	test
nist_1465651	train
nist_1465666	train
nist_1465672	train
nist_1465683	train
nist_1465689	train
nist_1465701	train
nist_1465705	test
nist_1465710	test
nist_1465718	train
nist_1465730	train
nist_1465736	train
nist_1465740	train
nist_1465751	train
nist_1465760	train
nist_1465774	train
nist_1465810	train
nist_1465819	train
nist_1465827	train
nist_1465835	train
nist_1465842	train
nist_1465844	val
nist_1465854	val
nist_1465861	val
nist_1465874	val
nist_1465882	train
nist_1465893	train
nist_1465914	train
nist_1465926	train
nist_1466084	train
nist_1466101	train
nist_1466134	train
nist_1466135	train
nist_1466151	train
nist_1466172	val
nist_1466174	val
nist_1466181	val
nist_1466183	train
nist_1466193	train
nist_1466228	train
nist_1466231	train
nist_1466234	train
nist_1466242	train
nist_1466247	train
nist_1466249	train
nist_1466262	train
nist_1466310	train
nist_1466323	train
nist_1466339	train
nist_1466347	train
nist_1466355	test
nist_1466368	test
nist_1466397	train
nist_1466412	train
nist_1466414	train
nist_1466430	train
nist_1466435	train
nist_1466445	train
nist_1466497	train
nist_1466507	train
nist_1466553	train
nist_1466566	train
nist_1466608	train
nist_1466660	train
nist_1466702	train
nist_1466711	test
nist_1466722	test
nist_1466831	train
nist_1466836	train
nist_1466849	train
nist_1466860	train
nist_1466873	train
nist_1466884	train
nist_1466895	train
nist_1466907	train
nist_1466977	val
nist_1466984	val
nist_1466987	val
nist_1467002	train
nist_1467014	train
nist_1467021	train
nist_1467036	train
nist_1467046	train
nist_1467049	test
nist_1467061	test
nist_1467096	train
nist_1467152	train
nist_1467168	train
nist_1467191	train
nist_1467203	train
nist_1467226	train
nist_1467238	train
nist_1467242	train
nist_1467257	train
nist_1467263	train
nist_1467275	train
nist_1467282	train
nist_1467293	train
nist_1467300	train
nist_1467312	train
nist_1467314	train
nist_1467323	train
nist_1467338	train
nist_1467342	train
nist_1467354	train
nist_1467363	train
nist_1467373	train
nist_1467380	train
nist_1467392	train
nist_1467394	train
nist_1467403	train
nist_1467417	train
nist_1467421	train
nist_1467436	train
nist_1467495	train
nist_1467504	train
nist_1467510	train
nist_1467519	train
nist_1467563	train
nist_1467639	train
nist_1467652	train
nist_1467659	train
nist_1467671	train
nist_1467675	train
nist_1467691	train
nist_1467695	train
nist_1467702	train
nist_1467706	train
nist_1467722	train
nist_1467730	train
nist_1467743	train
nist_1467768	train
nist_1467772	train
nist_1467792	train
nist_1467802	train
nist_1467822	train
nist_1467830	train
nist_1467832	train
nist_1467844	train
nist_1467866	train
nist_1467881	train
nist_1467922	train
nist_1467935	train
nist_1467941	train
nist_1467952	train
nist_1467966	train
nist_1467983	train
nist_1467987	train
nist_1467997	train
nist_1468009	train
nist_1468022	train
nist_1468027	train
nist_1468041	train
nist_1468059	train
nist_1468073	train
nist_1468076	train
nist_1468104	train
nist_1468119	train
nist_1468123	train
nist_1468135	train
nist_1468156	train
nist_1468162	train
nist_1468173	test
nist_1468186	test
nist_1468209	train
nist_1468212	test
nist_1468223	test
nist_1468317	train
nist_1468328	train
nist_1468334	train
nist_1468349	train
nist_1468357	train
nist_1468372	train
nist_1468379	train
nist_1468393	train
nist_1468434	train
nist_1468450	train
nist_1468456	train
nist_1468469	train
nist_1468489	val
nist_1468499	val
nist_1468507	val
nist_1468520	val
nist_1468529	train
nist_1468543	train
nist_1468546	train
nist_1468560	train
nist_1468564	train
nist_1468570	train
nist_1468572	train
nist_1468578	train
nist_1468585	train
nist_1468605	test
nist_1468616	test
nist_1468631	test
nist_1468640	train
nist_1468646	train
nist_1468656	train
nist_1468672	train
nist_1468678	train
nist_1468689	train
nist_1468711	train
nist_1468724	train
nist_1468744	train
nist_1468754	train
nist_1468756	train
nist_1468765	train
nist_1468784	train
nist_1468798	train
nist_1468813	train
nist_1468821	train
nist_1468825	train
nist_1468836	train
nist_1468901	train
nist_1468903	train
nist_1468915	train
nist_1468953	test
nist_1468966	test
nist_1469027	test
nist_1469032	train
nist_1469048	train
nist_1469071	train
nist_1469077	val
nist_1469078	val
nist_1469090	val
nist_1469094	train
nist_1469106	train
nist_1469116	train
nist_1469130	train
nist_1469139	train
nist_1469142	train
nist_1469155	train
nist_1469159	train
nist_1469169	train
nist_1469171	train
nist_1469174	train
nist_1469180	val
nist_1469188	val
nist_1469191	val
nist_1469205	val
nist_1469218	val
nist_1469231	val
nist_1469254	val
nist_1469266	val
nist_1469293	val
nist_1469304	val
nist_1469340	val
nist_1469354	val
nist_1469368	train
nist_1469385	train
nist_1469406	train
nist_1469420	train
nist_1469445	train
nist_1469462	train
nist_1469480	train
nist_1469487	train
nist_1469499	train
nist_1469507	train
nist_1469511	train
nist_1469512	train
nist_1469518	train
nist_1469531	train
nist_1469535	train
nist_1469548	train
nist_1469552	train
nist_1469559	train
nist_1469563	train
nist_1469575	train
nist_1469580	test
nist_1469594	test
nist_1469617	train
nist_1469634	train
nist_1469637	train
nist_1469644	train
nist_1469652	train
nist_1469666	train
nist_1469676	train
nist_1469691	train
nist_1469694	train
nist_1469706	train
nist_1469712	test
nist_1469725	test
nist_1469729	train
nist_1469743	train
nist_1469748	train
nist_1469759	train
nist_1469761	train
nist_1469774	train
nist_1469777	val
nist_1469792	val
nist_1469797	val
nist_1469809	val
nist_1469826	test
nist_1469833	test
nist_1469846	train
nist_1469858	train
nist_1469863	val
nist_1469878	val
nist_1469925	val
nist_1469938	val
nist_1469972	train
nist_1469983	train
nist_1469987	train
nist_1470001	train
nist_1470004	train
nist_1470008	train
nist_1470017	train
nist_1470349	train
nist_1470351	train
nist_1470479	train
nist_1470493	train
nist_1470500	train
nist_1470515	train
nist_1470524	train
nist_1470538	train
nist_1470601	train
nist_1470616	train
nist_1470618	train
nist_1470627	train
nist_1470631	train
nist_1470640	train
nist_1470658	val
nist_1470661	val
nist_1470672	val
nist_1470675	test
nist_1470688	test
nist_1470706	train
nist_1470719	train
nist_1470723	train
nist_1470735	train
nist_1470738	train
nist_1470748	train
nist_1470752	test
nist_1470765	test
nist_1470932	train
nist_1470945	train
nist_1470950	train
nist_1470964	train
nist_1470969	train
nist_1470983	train
nist_1470988	train
nist_1471000	train
nist_1471017	train
nist_1471030	train
nist_1471032	train
nist_1471044	train
nist_1471049	train
nist_1471062	train
nist_1471066	train
nist_1471086	train
nist_1471100	train
nist_1471124	train
nist_1471132	train
nist_1471160	train
nist_1471173	train
nist_1471196	train
nist_1471207	train
nist_1471213	train
nist_1471226	train
nist_1471251	train
nist_1471262	train
nist_1471279	train
nist_1471295	train
nist_1471298	train
nist_1471309	train
nist_1471319	train
nist_1471323	train
nist_1471329	train
nist_1471359	train
nist_1471374	train
nist_1471378	train
nist_1471389	train
nist_1471395	train
nist_1471405	train
nist_1471409	train
nist_1471424	train
nist_1471427	train
nist_1471435	train
nist_1471463	train
nist_1471469	train
nist_1471471	train
nist_1471484	train
nist_1471487	train
nist_1471500	train
nist_1471503	train
nist_1471519	train
nist_1471524	train
nist_1471543	train
nist_1471557	train
nist_1471560	train
nist_1471571	train
nist_1471573	train
nist_1471575	train
nist_1471577	train
nist_1471612	train
nist_1471615	train
nist_1471626	train
nist_1471629	train
nist_1471633	train
nist_1471645	train
nist_1471648	train
nist_1471663	train
nist_1471664	train
nist_1471666	train
nist_1471668	train
nist_1471683	train
nist_1471688	train
nist_1471701	train
nist_1471704	train
nist_1471706	train
nist_1471708	train
nist_1471715	train
nist_1471718	train
nist_1471728	train
nist_1471730	train
nist_1471745	train
nist_1471749	train
nist_1471755	train
nist_1471757	train
nist_1471771	train
nist_1471777	train
nist_1471783	train
nist_1471785	train
nist_1471796	train
nist_1471815	train
nist_1471829	train
nist_1471870	train
nist_1471874	train
nist_1471877	train
nist_1471879	train
nist_1471893	train
nist_1471898	train
nist_1471908	train
nist_1471910	train
nist_1471918	train
nist_1472028	train
nist_1472046	train
nist_1472062	train
nist_1472115	train
nist_1472130	train
nist_1472132	train
nist_1472146	train
nist_1472149	train
nist_1472159	train
nist_1472162	train
nist_1472172	train
nist_1472184	train
nist_1472200	train
nist_1472235	train
nist_1472248	train
nist_1472262	train
nist_1472272	train
nist_1472282	train
nist_1472285	train
nist_1472297	train
nist_1472299	train
nist_1472310	train
nist_1472314	train
nist_1472322	train
nist_1472328	train
nist_1472338	train
nist_1472348	train
nist_1472357	train
nist_1472367	train
nist_1472376	train
nist_1472384	train
nist_1472391	train
nist_1472394	train
nist_1472403	train
nist_1472406	train
nist_1472408	train
nist_1472413	train
nist_1472422	train
nist_1472429	val
nist_1472437	val
nist_1472449	val
nist_1472451	train
nist_1472457	train
nist_1472462	train
nist_1472471	train
nist_1472474	train
nist_1472489	train
nist_1472514	train
nist_1472518	train
nist_1472525	train
nist_1472530	train
nist_1472535	train
nist_1472550	train
nist_1472556	train
nist_1472567	train
nist_1472573	train
nist_1472587	train
nist_1472591	train
nist_1472602	train
nist_1472610	train
nist_1472620	train
nist_1472646	train
nist_1472657	train
nist_1472661	train
nist_1472675	train
nist_1472681	train
nist_1472693	train
nist_1472697	train
nist_1472708	train
nist_1472762	train
nist_1472775	train
nist_1472784	train
nist_1472792	train
nist_1472827	train
nist_1472837	train
nist_1472880	train
nist_1472893	train
nist_1472913	train
nist_1472919	train
nist_1472950	train
nist_1472960	train
nist_1472962	train
nist_1472979	train
nist_1472981	train
nist_1472988	train
nist_1472991	train
nist_1472996	train
nist_1472998	train
nist_1473003	train
nist_1473005	train
nist_1473019	train
nist_1473041	train
nist_1473053	train
nist_1473077	train
nist_1473092	train
nist_1473103	train
nist_1473118	train
nist_1473126	train
nist_1473139	train
nist_1473190	train
nist_1473201	train
nist_1473219	train
nist_1473229	train
nist_1473252	train
nist_1473258	train
nist_1473260	train
nist_1473273	train
nist_1473281	test
nist_1473293	test
nist_1473340	train
nist_1473348	train
nist_1473355	train
nist_1473357	train
nist_1473372	train
nist_1473475	train
nist_1473486	train
nist_1473525	train
nist_1473536	train
nist_1473596	train
nist_1473610	train
nist_1473616	train
nist_1473630	train
nist_1473706	train
nist_1473707	train
nist_1473709	train
nist_1473719	train
nist_1473747	train
nist_1473760	train
nist_1473864	train
nist_1473871	train
nist_1473876	train
nist_1473883	train
nist_1473888	train
nist_1473900	train
nist_1473906	train
nist_1473916	train
nist_1473927	train
nist_1473935	train
nist_1473940	train
nist_1473946	train
nist_1473952	train
nist_1473962	train
nist_1473975	train
nist_1473979	train
nist_1473988	train
nist_1473995	train
nist_1473997	train
nist_1473998	train
nist_1474011	train
nist_1474019	train
nist_1474028	train
nist_1474051	train
nist_1474064	train
nist_1474088	train
nist_1474099	train
nist_1474111	train
nist_1474116	train
nist_1474131	train
nist_1474136	train
nist_1474149	train
nist_1474154	train
nist_1474166	train
nist_1474186	train
nist_1474206	test
nist_1474219	test
nist_1474286	test
nist_1474294	test
nist_1474313	train
nist_1474329	train
nist_1474335	train
nist_1474348	train
nist_1474354	train
nist_1474365	train
nist_1474373	train
nist_1474382	train
nist_1474394	train
nist_1474402	train
nist_1474408	train
nist_1474418	train
nist_1474428	train
nist_1474443	train
nist_1474453	train
nist_1474455	val
nist_1474465	val
nist_1474523	val
nist_1474539	val
nist_1474553	train
nist_1474566	train
nist_1474615	test
nist_1474628	test
nist_1474666	test
nist_1474679	test
nist_1474727	train
nist_1474739	train
nist_1474745	train
nist_1474749	train
nist_1474781	train
nist_1474793	train
nist_1474797	train
nist_1474809	train
nist_1474812	test
nist_1474824	test
nist_1474829	train
nist_1474838	train
nist_1474841	train
nist_1474919	train
nist_1474931	train
nist_1474949	val
nist_1474962	val
nist_1474991	val
nist_1474996	val
nist_1475021	train
nist_1475033	train
nist_1475038	train
nist_1475047	train
nist_1475078	train
nist_1475089	train
nist_1475148	train
nist_1475162	train
nist_1475179	test
nist_1475192	test
nist_1475210	train
nist_1475222	train
nist_1475228	train
nist_1475241	train
nist_1475265	train
nist_1475271	train
nist_1475297	train
nist_1475309	train
nist_1475313	val
nist_1475328	val
nist_1475354	val
nist_1475372	val
nist_1475377	train
nist_1475383	train
nist_1475385	test
nist_1475397	test
nist_1475444	test
nist_1475457	test
nist_1475476	val
nist_1475488	val
nist_1475509	train
nist_1475523	train
nist_1475533	train
nist_1475547	train
nist_1475553	train
nist_1475558	train
nist_1475578	train
nist_1475591	train
nist_1475599	train
nist_1475611	train
nist_1475647	train
nist_1475681	test
nist_1475693	test
nist_1475727	test
nist_1475741	test
nist_1475786	train
nist_1475801	train
nist_1475810	train
nist_1475818	train
nist_1475839	train
nist_1475855	train
nist_1475866	test
nist_1475880	test
nist_1475916	train
nist_1475929	train
nist_1475937	train
nist_1475949	train
nist_1475980	train
nist_1475991	train
nist_1476067	test
nist_1476081	test
nist_1476101	train
nist_1476113	train
nist_1476131	train
nist_1476145	train
nist_1476160	train
nist_1476173	train
nist_1476189	test
nist_1476203	test
nist_1476231	train
nist_1476246	train
nist_1476271	val
nist_1476281	val
nist_1476306	train
nist_1476321	train
nist_1476324	train
nist_1476337	train
nist_1476341	train
nist_1476353	train
nist_1476377	train
nist_1476388	train
nist_1476395	train
nist_1476409	train
nist_1476431	train
nist_1476446	train
nist_1476452	train
nist_1476459	train
nist_1476470	train
nist_1476484	train
nist_1476506	train
nist_1476510	train
nist_1476520	train
nist_1476525	train
nist_1476527	train
nist_1476541	train
nist_1476548	train
nist_1476592	train
nist_1476595	train
nist_1476602	train
nist_1476604	train
nist_1476617	train
nist_1476631	train
nist_1476651	train
nist_1476661	train
nist_1476669	train
nist_1476678	train
nist_1476680	train
nist_1476683	train
nist_1476706	train
nist_1476712	train
nist_1476726	train
nist_1476735	train
nist_1476747	train
nist_1476754	train
nist_1476762	train
nist_1476767	train
nist_1476774	train
nist_1476789	train
nist_1476814	train
nist_1476824	train
nist_1476831	train
nist_1476841	train
nist_1476848	train
nist_1476861	train
nist_1476865	train
nist_1476871	train
nist_1476884	train
nist_1476887	train
nist_1476898	train
nist_1476911	train
nist_1476919	train
nist_1476924	train
nist_1476940	train
nist_1476950	train
nist_1476957	train
nist_1476971	train
nist_1476974	train
nist_1476985	train
nist_1476991	test
nist_1476996	test
nist_1476998	test
nist_1477011	test
nist_1477035	train
nist_1477051	train
nist_1477079	train
nist_1477086	train
nist_1477089	train
nist_1477099	train
nist_1477118	val
nist_1477127	val
nist_1477131	val
nist_1477141	val
nist_1477145	val
nist_1477158	val
nist_1477188	val
nist_1477196	val
nist_1477202	train
nist_1477215	train
nist_1477228	train
nist_1477239	train
nist_1477246	train
nist_1477253	train
nist_1477256	train
nist_1477263	train
nist_1477266	train
nist_1477279	test
nist_1477290	test
nist_1477291	train
nist_1477302	train
nist_1477322	train
nist_1477334	train
nist_1477347	val
nist_1477359	val
nist_1477419	train
nist_1477432	train
nist_1477464	test
nist_1477476	test
nist_1477535	train
nist_1477548	train
nist_1477565	train
nist_1477582	train
nist_1477585	train
nist_1477597	train
nist_1477599	train
nist_1477615	train
nist_1477620	train
nist_1477635	train
nist_1477640	val
nist_1477651	val
nist_1477671	train
nist_1477683	train
nist_1477689	train
nist_1477695	train
nist_1477711	test
nist_1477723	test
nist_1477752	train
nist_1477764	train
nist_1477787	val
nist_1477799	val
nist_1477812	test
nist_1477824	test
nist_1477839	train
nist_1477851	train
nist_1477857	train
nist_1477866	train
nist_1477871	train
nist_1477882	train
nist_1477887	train
nist_1477896	train
nist_1477899	train
nist_1477910	train
nist_1477916	train
nist_1477926	train
nist_1477938	val
nist_1477952	val
nist_1477959	val
nist_1477968	val
nist_1477989	train
nist_1477996	train
nist_1478001	train
nist_1478008	train
nist_1478011	val
nist_1478027	val
nist_1478031	val
nist_1478044	val
nist_1478050	test
nist_1478055	test
nist_1478056	train
nist_1478065	train
nist_1478082	train
nist_1478099	train
nist_1478102	train
nist_1478116	train
nist_1478119	val
nist_1478133	val
nist_1478150	test
nist_1478163	test
nist_1478204	test
nist_1478218	test
nist_1478246	val
nist_1478260	val
nist_1478266	val
nist_1478279	val
nist_1478296	train
nist_1478309	train
nist_1478328	train
nist_1478339	train
nist_1478341	test
nist_1478355	test
nist_1478396	test
nist_1478408	test
nist_1478418	train
nist_1478433	train
nist_1478467	train
nist_1478481	train
nist_1478489	train
nist_1478502	train
nist_1478543	train
nist_1478551	train
nist_1478562	test
nist_1478574	test
nist_1478608	test
nist_1478620	test
nist_1478641	train
nist_1478659	train
nist_1478665	train
nist_1478679	train
nist_1478753	val
nist_1478766	val
nist_1478799	test
nist_1478809	test
nist_1478837	val
nist_1478873	test
nist_1478889	test
nist_1478897	test
nist_1478912	test
nist_1478955	train
nist_1478965	train
nist_1478984	train
nist_1478996	train
nist_1479030	val
nist_1479045	val
nist_1479050	val
nist_1479125	test
nist_1479139	test
nist_1479163	train
nist_1479174	train
nist_1479180	train
nist_1479187	train
nist_1479196	val
nist_1479205	val
nist_1479210	train
nist_1479220	train
nist_1479227	train
nist_1479238	train
nist_1479253	test
nist_1479268	test
nist_1479334	train
nist_1479349	train
nist_1479380	train
nist_1479402	train
nist_1479404	train
nist_1479416	train
nist_1479422	train
nist_1479432	train
nist_1479449	train
nist_1479462	train
nist_1479487	train
nist_1479491	train
nist_1479521	val
nist_1479540	train
nist_1479554	train
nist_1479562	train
nist_1479574	train
nist_1479581	train
nist_1479594	train
nist_1479599	val
nist_1479615	val
nist_1479635	train
nist_1479646	train
nist_1479675	test
nist_1479685	test
nist_1479710	test
nist_1479720	test
nist_1479747	test
nist_1479756	test
nist_1479760	test
nist_1479775	test
nist_1479791	train
nist_1479803	train
nist_1479810	test
nist_1479820	test
nist_1479856	train
nist_1479866	train
nist_1479873	train
nist_1479883	train
nist_1479898	train
nist_1479911	train
nist_1479935	train
nist_1479945	train
nist_1479961	train
nist_1479974	train
nist_1479999	train
nist_1480012	train
nist_1480021	train
nist_1480032	train
nist_1480054	val
nist_1480065	val
nist_1480108	val
nist_1480112	val
nist_1480125	val
nist_1480127	train
nist_1480139	train
nist_1480146	train
nist_1480153	train
nist_1480184	train
nist_1480196	train
nist_1480208	train
nist_1480222	train
nist_1480270	train
nist_1480277	train
nist_1480279	train
nist_1480294	train
nist_1480307	train
nist_1480319	train
nist_1480324	train
nist_1480327	train
nist_1480329	test
nist_1480341	test
nist_1480359	train
nist_1480362	train
nist_1480376	train
nist_1480378	train
nist_1480387	train
nist_1480409	test
nist_1480419	test
nist_1480440	val
nist_1480449	val
nist_1480456	train
nist_1480471	train
nist_1480479	train
nist_1480492	train
nist_1480618	train
nist_1480623	train
nist_1480625	train
nist_1480640	train
nist_1480649	train
nist_1480661	train
nist_1480670	train
nist_1480681	train
nist_1480708	train
nist_1480709	train
nist_1480719	train
nist_1480724	train
nist_1480731	train
nist_1480746	train
nist_1480762	train
nist_1480770	train
nist_1480785	train
nist_1480816	train
nist_1480823	train
nist_1480837	train
nist_1480860	val
nist_1480872	val
nist_1480877	val
nist_1480891	val
nist_1480899	test
nist_1480906	test
nist_1480911	train
nist_1480924	train
nist_1480951	train
nist_1480957	train
nist_1480987	train
nist_1481001	train
nist_1481022	train
nist_1481029	train
nist_1481039	train
nist_1481087	train
nist_1481100	train
nist_1481105	train
nist_1481120	train
nist_1481135	train
nist_1481148	train
nist_1481155	train
nist_1481165	train
nist_1481168	train
nist_1481171	train
nist_1481176	train
nist_1481188	train
nist_1481194	train
nist_1481204	train
nist_1481217	train
nist_1481228	train
nist_1481251	train
nist_1481265	train
nist_1481300	train
nist_1481315	train
nist_1481374	train
nist_1481388	train
nist_1481399	train
nist_1481409	train
nist_1481421	train
nist_1481437	train
nist_1481467	train
nist_1481481	train
nist_1481486	train
nist_1481499	train
nist_1481534	train
nist_1481547	train
nist_1481555	train
nist_1481560	train
nist_1481583	train
nist_1481598	train
nist_1481625	train
nist_1481638	train
nist_1481640	train
nist_1481645	train
nist_1481648	train
nist_1481686	train
nist_1481688	train
nist_1481704	train
nist_1481723	train
nist_1481724	train
nist_1481735	train
nist_1481741	train
nist_1481753	train
nist_1481759	train
nist_1481771	train
nist_1481776	train
nist_1481784	train
nist_1481792	train
nist_1481800	train
nist_1481810	train
nist_1481815	train
nist_1481831	train
nist_1481838	train
nist_1481853	train
nist_1481858	train
nist_1481870	train
nist_1481877	train
nist_1481880	train
nist_1481896	train
nist_1481904	train
nist_1481915	train
nist_1481939	train
nist_1481950	train
nist_1481975	train
nist_1481989	train
nist_1481995	train
nist_1482015	train
nist_1482018	train
nist_1482033	train
nist_1482054	train
nist_1482069	train
nist_1482095	train
nist_1482105	train
nist_1482107	test
