spec	Fold_0
nist_1823014	train
nist_1823027	train
nist_1823063	train
nist_1823076	train
nist_1823094	train
nist_1823115	train
nist_1823126	train
nist_1823141	train
nist_1823150	train
nist_1823163	train
nist_1823172	train
nist_1823183	train
nist_1823191	train
nist_1823199	train
nist_1823201	train
nist_1823211	train
nist_1823332	train
nist_1823339	train
nist_1823354	val
nist_1823361	val
nist_1823375	val
nist_1823416	val
nist_1823467	train
nist_1823480	train
nist_1823544	train
nist_1823552	train
nist_1823554	val
nist_1823565	val
nist_1823573	val
nist_1823584	val
nist_1823606	train
nist_1823613	train
nist_1823621	train
nist_1823623	train
nist_1823669	train
nist_1823678	train
nist_1823680	train
nist_1823686	train
nist_1823700	train
nist_1823714	train
nist_1823727	train
nist_1823732	train
nist_1823745	train
nist_1823752	train
nist_1823769	train
nist_1823777	train
nist_1823793	train
nist_1823823	train
nist_1823824	train
nist_1823826	train
nist_1823838	train
nist_1823855	train
nist_1823870	train
nist_1823877	train
nist_1823892	train
nist_1823902	train
nist_1823918	train
nist_1823937	train
nist_1823945	train
nist_1823960	train
nist_1823973	train
nist_1823999	train
nist_1824008	train
nist_1824026	train
nist_1824031	val
nist_1824040	val
nist_1824047	train
nist_1824062	train
nist_1824114	train
nist_1824122	train
nist_1824127	val
nist_1824133	val
nist_1824148	val
nist_1824178	val
nist_1824192	val
nist_1824198	val
nist_1824209	val
nist_1824222	train
nist_1824237	train
nist_1824260	train
nist_1824274	train
nist_1824297	train
nist_1824311	train
nist_1824321	train
nist_1824336	train
nist_1824352	train
nist_1824373	train
nist_1824375	train
nist_1824391	train
nist_1824396	train
nist_1824407	train
nist_1824409	train
nist_1824443	train
nist_1824457	train
nist_1824466	train
nist_1824476	train
nist_1824484	train
nist_1824495	train
nist_1824502	train
nist_1824512	train
nist_1824526	train
nist_1824536	train
nist_1824558	train
nist_1824570	train
nist_1824605	train
nist_1824612	train
nist_1824624	train
nist_1824630	train
nist_1824643	train
nist_1824682	train
nist_1824693	train
nist_1824697	train
nist_1824701	train
nist_1824703	train
nist_1824714	train
nist_1824716	train
nist_1824732	train
nist_1824741	train
nist_1824756	train
nist_1824789	train
nist_1824792	train
nist_1824808	train
nist_1824815	train
nist_1824825	train
nist_1824847	train
nist_1824861	train
nist_1824881	train
nist_1824896	train
nist_1824920	train
nist_1824927	train
nist_1824929	train
nist_1824943	train
nist_1824968	train
nist_1824982	train
nist_1825000	train
nist_1825017	train
nist_1825043	train
nist_1825052	train
nist_1825067	train
nist_1825069	train
nist_1825078	train
nist_1825097	train
nist_1825100	train
nist_1825114	train
nist_1825130	train
nist_1825144	train
nist_1825146	train
nist_1825151	train
nist_1825168	train
nist_1825191	train
nist_1825206	train
nist_1825208	train
nist_1825210	train
nist_1825211	train
nist_1825218	train
nist_1825232	train
nist_1825261	train
nist_1825278	train
nist_1825280	train
nist_1825296	train
nist_1825360	train
nist_1825370	train
nist_1825372	train
nist_1825381	val
nist_1825388	train
nist_1825399	train
nist_1825408	train
nist_1825419	train
nist_1825426	train
nist_1825435	train
nist_1825441	train
nist_1825454	train
nist_1825464	train
nist_1825475	train
nist_1825483	train
nist_1825491	train
nist_1825557	train
nist_1825561	train
nist_1825572	train
nist_1825583	train
nist_1825597	train
nist_1825619	train
nist_1825632	train
nist_1825639	train
nist_1825647	train
nist_1825666	train
nist_1825668	train
nist_1825670	train
nist_1825687	train
nist_1825729	train
nist_1825739	train
nist_1825751	train
nist_1825762	train
nist_1825766	train
nist_1825777	train
nist_1825781	train
nist_1825787	train
nist_1825789	train
nist_1825804	train
nist_1825808	train
nist_1825820	train
nist_1825827	train
nist_1825841	train
nist_1825843	train
nist_1825853	train
nist_1825855	train
nist_1825868	train
nist_1825871	train
nist_1825883	train
nist_1825907	train
nist_1825911	train
nist_1825924	train
nist_1825940	train
nist_1825943	train
nist_1825949	train
nist_1825951	train
nist_1825965	train
nist_1825969	train
nist_1825985	train
nist_1825988	train
nist_1825993	train
nist_1825995	train
nist_1826006	train
nist_1826013	train
nist_1826015	train
nist_1826017	test
nist_1826031	test
nist_1826050	train
nist_1826062	train
nist_1826071	train
nist_1826078	train
nist_1826081	test
nist_1826092	test
nist_1826098	test
nist_1826109	test
nist_1826126	test
nist_1826131	train
nist_1826141	train
nist_1826166	val
nist_1826177	val
nist_1826186	val
nist_1826195	val
nist_1826197	train
nist_1826210	train
nist_1826215	train
nist_1826223	train
nist_1826254	train
nist_1826270	train
nist_1826274	train
nist_1826281	train
nist_1826289	train
nist_1826303	train
nist_1826325	train
nist_1826353	train
nist_1826381	val
nist_1826390	val
nist_1826411	train
nist_1826417	train
nist_1826433	train
nist_1826449	train
nist_1826454	train
nist_1826465	train
nist_1826470	train
nist_1826476	train
nist_1826478	train
nist_1826495	train
nist_1826498	train
nist_1826509	train
nist_1826511	train
nist_1826519	train
nist_1826530	train
nist_1826540	train
nist_1826542	train
nist_1826554	train
nist_1826560	train
nist_1826569	train
nist_1826586	train
nist_1826599	train
nist_1826622	train
nist_1826632	train
nist_1826653	train
nist_1826661	train
nist_1826676	train
nist_1826688	train
nist_1826700	train
nist_1826707	train
nist_1826709	train
nist_1826719	train
nist_1826726	train
nist_1826734	train
nist_1826743	train
nist_1826750	val
nist_1826760	val
nist_1826777	val
nist_1826779	train
nist_1826785	train
nist_1826795	train
nist_1826804	train
nist_1826812	train
nist_1826817	train
nist_1826822	train
nist_1826826	train
nist_1826832	train
nist_1826842	train
nist_1826850	train
nist_1826856	train
nist_1826860	train
nist_1826868	train
nist_1826890	train
nist_1826904	train
nist_1826927	val
nist_1826941	val
nist_1826953	val
nist_1826963	train
nist_1826977	train
nist_1826994	train
nist_1827009	train
nist_1827023	train
nist_1827029	train
nist_1827033	train
nist_1827052	train
nist_1827062	train
nist_1827066	train
nist_1827073	train
nist_1827075	train
nist_1827082	train
nist_1827084	train
nist_1827095	train
nist_1827099	train
nist_1827111	train
nist_1827116	train
nist_1827117	train
nist_1827119	train
nist_1827133	train
nist_1827152	train
nist_1827159	train
nist_1827165	train
nist_1827171	train
nist_1827173	train
nist_1827188	train
nist_1827195	train
nist_1827212	train
nist_1827217	train
nist_1827218	train
nist_1827230	train
nist_1827244	train
nist_1827264	train
nist_1827269	train
nist_1827273	test
nist_1827280	test
nist_1827303	test
nist_1827313	test
nist_1827332	train
nist_1827339	train
nist_1827363	train
nist_1827372	train
nist_1827382	train
nist_1827395	train
nist_1827417	train
nist_1827426	train
nist_1827438	train
nist_1827450	train
nist_1827457	train
nist_1827466	train
nist_1827478	train
nist_1827492	train
nist_1827506	train
nist_1827518	train
nist_1827524	train
nist_1827531	train
nist_1827541	train
nist_1827550	train
nist_1827557	train
nist_1827566	train
nist_1827596	train
nist_1827608	train
nist_1827614	train
nist_1827620	train
nist_1827626	train
nist_1827637	train
nist_1827650	train
nist_1827654	train
nist_1827657	test
nist_1827668	test
nist_1827675	test
nist_1827692	test
nist_1827697	test
nist_1827711	test
nist_1827730	train
nist_1827738	train
nist_1827748	train
nist_1827759	train
nist_1827770	train
nist_1827782	train
nist_1827794	train
nist_1827808	train
nist_1827827	train
nist_1827835	train
nist_1827845	train
nist_1827856	train
nist_1827880	train
nist_1827893	train
nist_1827899	train
nist_1827911	train
nist_1827920	train
nist_1827932	train
nist_1827943	train
nist_1827954	train
nist_1827968	val
nist_1827979	val
nist_1827991	val
nist_1827995	val
nist_1827997	val
nist_1828009	val
nist_1828024	train
nist_1828035	train
nist_1828045	train
nist_1828049	train
nist_1828051	train
nist_1828066	train
nist_1828094	train
nist_1828105	train
nist_1828112	train
nist_1828122	train
nist_1828131	train
nist_1828142	train
nist_1828153	train
nist_1828165	train
nist_1828184	train
nist_1828195	train
nist_1828208	train
nist_1828210	train
nist_1828212	train
nist_1828223	train
nist_1828241	train
nist_1828253	train
nist_1828274	train
nist_1828286	train
nist_1828296	train
nist_1828297	train
nist_1828298	train
nist_1828311	train
nist_1828317	train
nist_1828330	train
nist_1828352	train
nist_1828365	train
nist_1828369	train
nist_1828379	train
nist_1828382	train
nist_1828384	train
nist_1828396	train
nist_1828404	train
nist_1828412	train
nist_1828425	test
nist_1828434	test
nist_1828447	train
nist_1828461	train
nist_1828485	train
nist_1828494	train
nist_1828498	train
nist_1828504	test
nist_1828518	test
nist_1828527	train
nist_1828537	train
nist_1828563	train
nist_1828573	train
nist_1828606	train
nist_1828617	train
nist_1828619	train
nist_1828628	train
nist_1828635	train
nist_1828644	train
nist_1828659	train
nist_1828669	train
nist_1828678	train
nist_1828691	train
nist_1828706	val
nist_1828723	val
nist_1828736	train
nist_1828748	train
nist_1828751	train
nist_1828758	train
nist_1828769	train
nist_1828781	train
nist_1828798	train
nist_1828803	train
nist_1828810	train
nist_1828817	test
nist_1828824	test
nist_1828834	train
nist_1828846	train
nist_1828864	train
nist_1828873	train
nist_1828897	train
nist_1828907	train
nist_1828932	train
nist_1828942	train
nist_1828968	train
nist_1828978	test
nist_1828993	test
nist_1829002	test
nist_1829016	test
nist_1829022	test
nist_1829033	test
nist_1829035	train
nist_1829046	train
nist_1829061	train
nist_1829075	train
nist_1829078	train
nist_1829092	train
nist_1829095	train
nist_1829106	train
nist_1829129	train
nist_1829140	train
nist_1829146	train
nist_1829161	train
nist_1829165	train
nist_1829175	train
nist_1829179	train
nist_1829190	train
nist_1829206	train
nist_1829214	train
nist_1829243	train
nist_1829257	train
nist_1829262	train
nist_1829269	train
nist_1829285	val
nist_1829293	val
nist_1829303	test
nist_1829313	test
nist_1829332	train
nist_1829347	train
nist_1829367	train
nist_1829378	train
nist_1829381	train
nist_1829391	train
nist_1829393	train
nist_1829399	train
nist_1829405	train
nist_1829409	train
nist_1829425	train
nist_1829440	train
nist_1829452	train
nist_1829455	train
nist_1829473	train
nist_1829478	train
nist_1829481	train
nist_1829483	train
nist_1829500	train
nist_1829508	train
nist_1829519	train
nist_1829538	train
nist_1829560	train
nist_1829565	train
nist_1829579	train
nist_1829582	train
nist_1829590	train
nist_1829598	train
nist_1829599	train
nist_1829611	train
nist_1829618	train
nist_1829631	train
nist_1829649	train
nist_1829660	train
nist_1829677	val
nist_1829690	val
nist_1829694	val
nist_1829702	val
nist_1829707	val
nist_1829719	val
nist_1829722	val
nist_1829726	val
nist_1829728	train
nist_1829744	train
nist_1829749	train
nist_1829769	train
nist_1829774	train
nist_1829791	train
nist_1829816	train
nist_1829818	train
nist_1829826	train
nist_1829854	train
nist_1829867	train
nist_1829878	train
nist_1829889	train
nist_1829904	train
nist_1829917	train
nist_1829929	train
nist_1829931	train
nist_1829939	train
nist_1829941	train
nist_1829952	train
nist_1829979	train
nist_1829989	train
nist_1830004	train
nist_1830015	train
nist_1830057	train
nist_1830070	train
nist_1830072	train
nist_1830088	train
nist_1830098	train
nist_1830113	train
nist_1830121	train
nist_1830134	train
nist_1830142	train
nist_1830145	train
nist_1830147	train
nist_1830157	train
nist_1830175	train
nist_1830181	train
nist_1830196	train
nist_1830232	train
nist_1830247	train
nist_1830255	train
nist_1830268	train
nist_1830275	train
nist_1830286	train
nist_1830290	test
nist_1830296	test
nist_1830301	test
nist_1830307	test
nist_1830328	train
nist_1830342	train
nist_1830374	train
nist_1830383	train
nist_1830406	train
nist_1830421	train
nist_1830463	train
nist_1830477	train
nist_1830516	train
nist_1830528	train
nist_1830544	train
nist_1830560	train
nist_1830565	train
nist_1830573	train
nist_1830584	train
nist_1830600	train
nist_1830611	train
nist_1830626	train
nist_1830639	train
nist_1830643	train
nist_1830657	train
nist_1830666	train
nist_1830668	train
nist_1830670	train
nist_1830683	train
nist_1830693	val
nist_1830700	val
nist_1830706	val
nist_1830708	train
nist_1830725	train
nist_1830729	train
nist_1830746	train
nist_1830761	train
nist_1830768	train
nist_1830770	val
nist_1830779	val
nist_1830798	val
nist_1830809	val
nist_1830822	train
nist_1830838	train
nist_1830840	train
nist_1830850	train
nist_1830865	train
nist_1830887	train
nist_1830895	train
nist_1830906	train
nist_1830911	train
nist_1830925	train
nist_1830929	train
nist_1830941	train
nist_1830956	train
nist_1830970	train
nist_1830988	train
nist_1830999	train
nist_1831044	train
nist_1831056	train
nist_1831082	train
nist_1831095	train
nist_1831106	train
nist_1831115	train
nist_1831144	train
nist_1831155	train
nist_1831160	train
nist_1831170	train
nist_1831173	train
nist_1831187	train
nist_1831189	train
nist_1831197	train
nist_1831205	train
nist_1831217	train
nist_1831236	train
nist_1831239	train
nist_1831241	train
nist_1831251	train
nist_1831268	val
nist_1831279	val
nist_1831300	val
nist_1831304	val
nist_1831311	test
nist_1831321	test
nist_1831323	test
nist_1831330	test
nist_1831340	test
nist_1831351	test
nist_1831359	test
nist_1831363	train
nist_1831374	train
nist_1831377	train
nist_1831390	train
nist_1831399	train
nist_1831408	train
nist_1831415	val
nist_1831425	val
nist_1831431	train
nist_1831433	train
nist_1831436	train
nist_1831463	train
nist_1831475	train
nist_1831482	train
nist_1831486	train
nist_1831494	train
nist_1831500	train
nist_1831511	train
nist_1831514	train
nist_1831519	train
nist_1831533	train
nist_1831549	train
nist_1831553	train
nist_1831555	train
nist_1831572	train
nist_1831580	test
nist_1831594	test
nist_1831598	test
nist_1831600	test
nist_1831613	test
nist_1831617	test
nist_1831629	test
nist_1831632	train
nist_1831647	train
nist_1831693	train
nist_1831705	train
nist_1831716	train
nist_1831729	train
nist_1831737	train
nist_1831752	train
nist_1831759	train
nist_1831773	train
nist_1831786	train
nist_1831789	train
nist_1831791	train
nist_1831807	train
nist_1831825	train
nist_1831851	train
nist_1831878	train
nist_1831892	train
nist_1831901	train
nist_1831928	test
nist_1831941	test
nist_1831948	train
nist_1831959	train
nist_1831963	train
nist_1831970	train
nist_1831985	train
nist_1831999	train
nist_1832004	train
nist_1832016	train
nist_1832025	train
nist_1832034	train
nist_1832052	train
nist_1832063	train
nist_1832094	train
nist_1832105	train
nist_1832129	train
nist_1832138	train
nist_1832146	train
nist_1832155	train
nist_1832168	train
nist_1832189	test
nist_1832206	test
nist_1832213	test
nist_1832228	test
nist_1832247	test
nist_1832253	test
nist_1832255	val
nist_1832270	val
nist_1832276	val
nist_1832291	val
nist_1832316	train
nist_1832328	train
nist_1832331	test
nist_1832338	test
nist_1832339	test
nist_1832360	test
nist_1832370	train
nist_1832382	train
nist_1832395	train
nist_1832397	train
nist_1832399	train
nist_1832411	train
nist_1832430	train
nist_1832447	train
nist_1832478	train
nist_1832488	train
nist_1832495	train
nist_1832503	train
nist_1832505	train
nist_1832520	train
nist_1832541	train
nist_1832553	train
nist_1832557	train
nist_1832564	train
nist_1832566	train
nist_1832576	train
nist_1832583	train
nist_1832590	train
nist_1832595	train
nist_1832604	train
nist_1832612	train
nist_1832620	train
nist_1832623	train
nist_1832633	train
nist_1832637	train
nist_1832651	train
nist_1832657	train
nist_1832668	train
nist_1832688	train
nist_1832703	train
nist_1832710	train
nist_1832727	train
nist_1832731	train
nist_1832743	train
nist_1832746	test
nist_1832763	test
nist_1832767	test
nist_1832783	test
nist_1832792	test
nist_1832807	test
nist_1832816	test
nist_1832828	test
nist_1832848	test
nist_1832859	test
nist_1832864	test
nist_1832878	test
nist_1832885	test
nist_1832896	test
nist_1832922	train
nist_1832936	train
nist_1832961	train
nist_1832973	train
nist_1832994	train
nist_1833003	train
nist_1833007	train
nist_1833015	train
nist_1833020	train
nist_1833023	train
nist_1833025	train
nist_1833040	train
nist_1833053	train
nist_1833060	train
nist_1833062	train
nist_1833079	train
nist_1833100	train
nist_1833112	train
nist_1833135	train
nist_1833147	train
nist_1833193	train
nist_1833195	train
nist_1833205	train
nist_1833212	train
nist_1833234	train
nist_1833252	train
nist_1833265	train
nist_1833286	train
nist_1833302	train
nist_1833310	train
nist_1833325	train
nist_1833329	train
nist_1833339	train
nist_1833358	train
nist_1833373	train
nist_1833412	train
nist_1833421	train
nist_1833436	train
nist_1833446	train
nist_1833463	test
nist_1833479	test
nist_1833483	test
nist_1833496	test
nist_1833502	test
nist_1833516	test
nist_1833532	train
nist_1833552	train
nist_1833557	train
nist_1833572	train
nist_1833576	train
nist_1833590	train
nist_1833610	train
nist_1833616	train
nist_1833638	train
nist_1833646	train
nist_1833649	train
nist_1833658	train
nist_1833660	train
nist_1833674	train
nist_1833684	train
nist_1833696	train
nist_1833720	val
nist_1833736	val
nist_1833740	val
nist_1833753	val
nist_1833759	val
nist_1833763	val
nist_1833765	val
nist_1833780	val
nist_1833800	train
nist_1833812	train
nist_1833827	train
nist_1833836	train
nist_1833847	train
nist_1833855	train
nist_1833864	train
nist_1833876	train
nist_1833878	train
nist_1833883	train
nist_1833898	train
nist_1833904	train
nist_1833921	train
nist_1833924	train
nist_1833935	train
nist_1833940	train
nist_1833945	train
nist_1833947	train
nist_1833954	train
nist_1833959	train
nist_1833973	train
nist_1833981	train
nist_1833993	train
nist_1834018	train
nist_1834030	train
nist_1834036	train
nist_1834047	train
nist_1834051	train
nist_1834068	train
nist_1834085	train
nist_1834088	train
nist_1834105	train
nist_1834109	train
nist_1834122	train
nist_1834128	train
nist_1834132	train
nist_1834134	train
nist_1834155	train
nist_1834172	train
nist_1834182	train
nist_1834208	train
nist_1834219	train
nist_1834222	test
nist_1834236	test
nist_1834271	test
nist_1834275	test
nist_1834277	test
nist_1834287	test
nist_1834291	test
nist_1834299	test
nist_1834309	val
nist_1834326	val
nist_1834331	val
nist_1834346	val
nist_1834351	val
nist_1834361	val
nist_1834364	val
nist_1834371	val
nist_1834382	train
nist_1834394	train
nist_1834398	train
nist_1834405	train
nist_1834406	train
nist_1834421	train
nist_1834482	train
nist_1834493	train
nist_1834495	train
nist_1834508	train
nist_1834529	train
nist_1834542	train
nist_1834567	train
nist_1834579	train
nist_1834584	train
nist_1834595	train
nist_1834608	train
nist_1834611	train
nist_1834626	train
nist_1834636	train
nist_1834640	train
nist_1834652	train
nist_1834655	train
nist_1834661	train
nist_1834664	train
nist_1834677	train
nist_1834695	train
nist_1834704	train
nist_1834715	train
nist_1834718	train
nist_1834734	train
nist_1834740	train
nist_1834753	train
nist_1834759	train
nist_1834762	train
nist_1834764	train
nist_1834777	train
nist_1834782	train
nist_1834795	train
nist_1834798	train
nist_1834807	train
nist_1834820	train
nist_1834828	train
nist_1834843	train
nist_1834852	train
nist_1834869	train
nist_1834873	train
nist_1834887	train
nist_1834890	train
nist_1834900	train
nist_1834908	train
nist_1834916	train
nist_1834924	train
nist_1834939	train
nist_1834943	train
nist_1834953	train
nist_1834956	train
nist_1834969	train
nist_1834972	train
nist_1834979	train
nist_1834981	train
nist_1834990	train
nist_1834999	train
nist_1835008	train
nist_1835010	test
nist_1835025	test
nist_1835033	test
nist_1835045	test
nist_1835054	test
nist_1835068	test
nist_1835075	test
nist_1835087	test
nist_1835091	val
nist_1835101	val
nist_1835117	val
nist_1835129	val
nist_1835142	train
nist_1835154	train
nist_1835164	train
nist_1835183	train
nist_1835193	train
nist_1835196	train
nist_1835210	train
nist_1835236	train
nist_1835244	train
nist_1835247	train
nist_1835261	train
nist_1835279	train
nist_1835283	train
nist_1835302	train
nist_1835318	train
nist_1835322	train
nist_1835333	train
nist_1835352	train
nist_1835365	train
nist_1835369	train
nist_1835380	train
nist_1835383	train
nist_1835392	train
nist_1835394	train
nist_1835409	train
nist_1835412	train
nist_1835422	train
nist_1835424	train
nist_1835438	train
nist_1835459	train
nist_1835468	train
nist_1835484	test
nist_1835492	train
nist_1835500	train
nist_1835503	train
nist_1835519	train
nist_1835524	train
nist_1835541	train
nist_1835545	train
nist_1835560	train
nist_1835566	train
nist_1835573	train
nist_1835576	train
nist_1835591	train
nist_1835599	train
nist_1835615	train
nist_1835638	train
nist_1835639	train
nist_1835640	train
nist_1835646	train
nist_1835647	test
nist_1835655	test
nist_1835662	val
nist_1835679	val
nist_1835683	val
nist_1835693	val
nist_1835713	train
nist_1835723	train
nist_1835746	train
nist_1835759	train
nist_1835803	train
nist_1835811	train
nist_1835816	train
nist_1835831	train
nist_1835854	train
nist_1835859	train
nist_1835870	train
nist_1835895	train
nist_1835909	train
nist_1835912	train
nist_1835922	train
nist_1835924	train
nist_1835937	train
nist_1835941	train
nist_1835949	train
nist_1835952	val
nist_1835966	val
nist_1835972	val
nist_1835984	val
nist_1835989	val
nist_1836002	val
nist_1836031	val
nist_1836039	val
nist_1836040	test
nist_1836052	test
nist_1836057	test
nist_1836064	test
nist_1836067	train
nist_1836081	train
nist_1836110	train
nist_1836111	train
nist_1836112	train
nist_1836117	train
nist_1836131	train
nist_1836141	train
nist_1836143	train
nist_1836153	train
nist_1836162	train
nist_1836174	train
nist_1836212	test
nist_1836229	test
nist_1836233	test
nist_1836245	test
nist_1836252	test
nist_1836266	test
nist_1836271	test
nist_1836282	test
nist_1836292	train
nist_1836303	train
nist_1836307	train
nist_1836319	train
nist_1836322	train
nist_1836328	train
nist_1836331	train
nist_1836348	train
nist_1836352	train
nist_1836360	train
nist_1836366	train
nist_1836369	train
nist_1836371	train
nist_1836386	train
nist_1836392	train
nist_1836407	train
nist_1836418	train
nist_1836433	train
nist_1836437	train
nist_1836449	train
nist_1836453	train
nist_1836465	train
nist_1836489	test
nist_1836499	test
nist_1836504	train
nist_1836520	train
nist_1836525	train
nist_1836538	train
nist_1836547	test
nist_1836561	test
nist_1836568	test
nist_1836598	test
nist_1836612	test
nist_1836619	test
nist_1836627	test
nist_1836631	train
nist_1836641	train
nist_1836645	train
nist_1836658	train
nist_1836672	train
nist_1836676	train
nist_1836686	train
nist_1836689	train
nist_1836702	train
nist_1836706	train
nist_1836720	train
nist_1836727	train
nist_1836730	train
nist_1836741	train
nist_1836756	train
nist_1836782	train
nist_1836793	train
nist_1836798	train
nist_1836807	train
nist_1836821	test
nist_1836829	train
nist_1836845	train
nist_1836850	train
nist_1836866	train
nist_1836870	train
nist_1836876	train
nist_1836881	train
nist_1836899	train
nist_1836905	train
nist_1836915	train
nist_1836931	train
nist_1836940	train
nist_1836943	train
nist_1836960	train
nist_1836970	train
nist_1836980	train
nist_1836989	train
nist_1836995	train
nist_1837002	test
nist_1837017	test
nist_1837021	test
nist_1837033	test
nist_1837039	test
nist_1837040	test
nist_1837042	test
nist_1837054	test
nist_1837058	test
nist_1837071	test
nist_1837076	train
nist_1837089	train
nist_1837115	train
nist_1837126	train
nist_1837160	train
nist_1837175	train
nist_1837181	train
nist_1837193	train
nist_1837199	train
nist_1837214	train
nist_1837250	train
nist_1837262	train
nist_1837290	train
nist_1837301	train
nist_1837306	train
nist_1837327	train
nist_1837337	train
nist_1837343	train
nist_1837354	train
nist_1837359	train
nist_1837384	train
nist_1837401	train
nist_1837412	train
nist_1837414	test
nist_1837421	test
nist_1837430	val
nist_1837438	val
nist_1837446	val
nist_1837453	val
nist_1837458	val
nist_1837463	val
nist_1837465	train
nist_1837475	train
nist_1837478	train
nist_1837487	train
nist_1837489	train
nist_1837502	train
nist_1837523	train
nist_1837533	train
nist_1837539	train
nist_1837557	train
nist_1837564	train
nist_1837566	val
nist_1837576	val
nist_1837585	test
nist_1837596	test
nist_1837602	test
nist_1837612	test
nist_1837636	train
nist_1837647	train
nist_1837673	train
nist_1837688	train
nist_1837701	train
nist_1837709	train
nist_1837720	train
nist_1837755	train
nist_1837766	train
nist_1837781	test
nist_1837796	test
nist_1837800	test
nist_1837813	test
nist_1837818	train
nist_1837828	train
nist_1837844	train
nist_1837853	train
nist_1837870	train
nist_1837872	train
nist_1837889	train
nist_1837935	train
nist_1837947	train
nist_1837949	train
nist_1837960	train
nist_1837977	train
nist_1837993	train
nist_1838004	train
nist_1838011	train
nist_1838012	train
nist_1838018	train
nist_1838020	train
nist_1838027	train
nist_1838038	val
nist_1838041	val
nist_1838057	val
nist_1838064	val
nist_1838081	val
nist_1838083	train
nist_1838093	train
nist_1838105	train
nist_1838118	train
nist_1838131	train
nist_1838136	val
nist_1838150	val
nist_1838193	test
nist_1838202	test
nist_1838217	train
nist_1838232	train
nist_1838240	train
nist_1838251	train
nist_1838260	train
nist_1838273	train
nist_1838276	train
nist_1838281	train
nist_1838293	train
nist_1838300	train
nist_1838311	train
nist_1838320	train
nist_1838334	train
nist_1838336	train
nist_1838350	train
nist_1838371	train
nist_1838381	train
nist_1838396	train
nist_1838407	train
nist_1838448	train
nist_1838463	train
nist_1838468	train
nist_1838481	train
nist_1838485	train
nist_1838501	train
nist_1838504	train
nist_1838515	train
nist_1838518	train
nist_1838534	train
nist_1838539	train
nist_1838551	train
nist_1838572	train
nist_1838575	train
nist_1838577	train
nist_1838592	train
nist_1838610	train
nist_1838626	train
nist_1838630	train
nist_1838640	train
nist_1838644	train
nist_1838646	train
nist_1838647	train
nist_1838660	train
nist_1838667	train
nist_1838680	train
nist_1838709	val
nist_1838722	val
nist_1838730	val
nist_1838745	val
nist_1838796	val
nist_1838800	val
nist_1838802	val
nist_1838820	val
nist_1838855	train
nist_1838867	train
nist_1838874	train
nist_1838889	train
nist_1838912	train
nist_1838919	train
nist_1838939	test
nist_1838956	test
nist_1838962	test
nist_1838973	test
nist_1839019	test
nist_1839033	test
nist_1839040	test
nist_1839051	test
nist_1839070	train
nist_1839087	train
nist_1839091	train
nist_1839104	train
nist_1839110	train
nist_1839124	train
nist_1839127	train
nist_1839135	train
nist_1839137	test
nist_1839147	test
nist_1839178	train
nist_1839195	train
nist_1839212	train
nist_1839224	train
nist_1839229	train
nist_1839240	train
nist_1839246	train
nist_1839253	train
nist_1839256	train
nist_1839273	train
nist_1839294	train
nist_1839299	train
nist_1839305	train
nist_1839318	train
nist_1839333	train
nist_1839343	train
nist_1839346	train
nist_1839357	val
nist_1839363	val
nist_1839372	train
nist_1839387	train
nist_1839391	train
nist_1839403	train
nist_1839411	train
nist_1839427	train
nist_1839431	train
nist_1839445	train
nist_1839467	train
nist_1839477	train
nist_1839484	train
nist_1839499	train
nist_1839503	train
nist_1839517	train
nist_1839533	train
nist_1839540	train
nist_1839549	train
nist_1839571	train
nist_1839585	train
nist_1839591	train
nist_1839603	train
nist_1839607	train
nist_1839611	train
nist_1839613	train
nist_1839630	train
nist_1839633	train
nist_1839645	train
nist_1839664	train
nist_1839668	train
nist_1839679	train
nist_1839710	train
nist_1839726	train
nist_1839730	train
nist_1839740	train
nist_1839765	train
nist_1839779	train
nist_1839783	train
nist_1839794	train
nist_1839824	train
nist_1839839	train
nist_1839865	train
nist_1839866	train
nist_1839868	train
nist_1839882	train
nist_1839908	train
nist_1839915	train
nist_1839916	train
nist_1839922	train
nist_1839924	train
nist_1839938	train
nist_1839941	train
nist_1839948	train
nist_1839950	train
nist_1839962	train
nist_1839963	train
nist_1839969	train
nist_1839971	train
nist_1839981	train
nist_1839989	train
nist_1839995	train
nist_1839996	train
nist_1840002	train
nist_1840004	train
nist_1840019	train
nist_1840022	train
nist_1840032	train
nist_1840034	train
nist_1840043	train
nist_1840054	train
nist_1840064	train
nist_1840068	train
nist_1840074	train
nist_1840089	train
nist_1840105	train
nist_1840111	train
nist_1840123	train
nist_1840140	train
nist_1840154	train
nist_1840160	train
nist_1840171	train
nist_1840194	train
nist_1840208	train
nist_1840212	train
nist_1840221	train
nist_1840224	train
nist_1840234	train
nist_1840238	train
nist_1840247	train
nist_1840249	train
nist_1840263	train
nist_1840266	train
nist_1840271	train
nist_1840276	test
nist_1840287	test
nist_1840301	test
nist_1840308	test
nist_1840310	train
nist_1840319	train
nist_1840328	train
nist_1840337	train
nist_1840343	train
nist_1840357	train
nist_1840395	train
nist_1840400	train
nist_1840413	train
nist_1840428	train
nist_1840436	train
nist_1840442	train
nist_1840444	train
nist_1840451	train
nist_1840460	train
nist_1840467	test
nist_1840481	test
nist_1840486	test
nist_1840496	test
nist_1840500	test
nist_1840511	test
nist_1840514	test
nist_1840515	train
nist_1840527	train
nist_1840536	train
nist_1840549	train
nist_1840567	train
nist_1840578	train
nist_1840583	train
